"seed_id","component","seed","offset_from_master","derivation","scenario_invariant","prespecified_before_pilot"
"CONF18","method_Raw",202610219,1201,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_ComBat",202610319,1301,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_QC_RLSC",202610419,1401,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_QC_RFSC",202610519,1501,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_TIGER",202610619,1601,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_SERRF",202610719,1701,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_WINN_auto_QC",202610819,1801,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_WINN_auto_batch_QC",202610919,1901,"master_seed + fixed component offset",TRUE,TRUE
"CONF18","method_WINN_fixed_no_QC",202611019,2001,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","master_seed",202609019,0,"prespecified 00_provenance/seed_manifest.csv",TRUE,TRUE
"CONF19","clean_truth",202609120,101,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","batch_assignment",202609230,211,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","batch_magnitude",202609326,307,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","drift_assignment",202609420,401,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","drift_morphology",202609522,503,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","drift_shape",202609620,601,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","responsive_features",202609720,701,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","allocation_priority",202609828,809,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_Raw",202610220,1201,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_ComBat",202610320,1301,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_QC_RLSC",202610420,1401,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_QC_RFSC",202610520,1501,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_TIGER",202610620,1601,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_SERRF",202610720,1701,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_WINN_auto_QC",202610820,1801,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_WINN_auto_batch_QC",202610920,1901,"master_seed + fixed component offset",TRUE,TRUE
"CONF19","method_WINN_fixed_no_QC",202611020,2001,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","master_seed",202609020,0,"prespecified 00_provenance/seed_manifest.csv",TRUE,TRUE
"CONF20","clean_truth",202609121,101,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","batch_assignment",202609231,211,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","batch_magnitude",202609327,307,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","drift_assignment",202609421,401,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","drift_morphology",202609523,503,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","drift_shape",202609621,601,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","responsive_features",202609721,701,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","allocation_priority",202609829,809,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_Raw",202610221,1201,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_ComBat",202610321,1301,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_QC_RLSC",202610421,1401,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_QC_RFSC",202610521,1501,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_TIGER",202610621,1601,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_SERRF",202610721,1701,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_WINN_auto_QC",202610821,1801,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_WINN_auto_batch_QC",202610921,1901,"master_seed + fixed component offset",TRUE,TRUE
"CONF20","method_WINN_fixed_no_QC",202611021,2001,"master_seed + fixed component offset",TRUE,TRUE
