"dataset","seed_id","seed","sample_id","batch","run_order","within_batch_order","reference_type","assignment","exposed_as_control","member_injection_ids"
"mtbls79","SPLIT03",202608003,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT03",202608003,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT03",202608003,"Batch07_QC31","7",135,7,"pooled_QC","hidden",FALSE,"Batch07_QC31"
"mtbls79","SPLIT03",202608003,"Batch07_QC32","7",140,12,"pooled_QC","hidden",FALSE,"Batch07_QC32"
"mtbls79","SPLIT03",202608003,"Batch07_QC33","7",145,17,"pooled_QC","training",TRUE,"Batch07_QC33"
"mtbls79","SPLIT03",202608003,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
"mtbls79","SPLIT03",202608003,"Batch08_QC36","8",156,6,"pooled_QC","training",TRUE,"Batch08_QC36"
"mtbls79","SPLIT03",202608003,"Batch08_QC37","8",162,12,"pooled_QC","hidden",FALSE,"Batch08_QC37"
"mtbls79","SPLIT03",202608003,"Batch08_QC38","8",166,16,"pooled_QC","training",TRUE,"Batch08_QC38"
"mtbls79","SPLIT03",202608003,"Batch08_QC39","8",172,22,"pooled_QC","training",TRUE,"Batch08_QC39"
"mtbls79","SPLIT04",202608004,"batch01_QC01","1",1,1,"pooled_QC","training",TRUE,"batch01_QC01"
"mtbls79","SPLIT04",202608004,"batch01_QC02","1",2,2,"pooled_QC","hidden",FALSE,"batch01_QC02"
"mtbls79","SPLIT04",202608004,"batch01_QC03","1",3,3,"pooled_QC","training",TRUE,"batch01_QC03"
"mtbls79","SPLIT04",202608004,"batch01_QC04","1",7,7,"pooled_QC","hidden",FALSE,"batch01_QC04"
"mtbls79","SPLIT04",202608004,"batch01_QC05","1",13,13,"pooled_QC","hidden",FALSE,"batch01_QC05"
"mtbls79","SPLIT04",202608004,"batch01_QC06","1",18,18,"pooled_QC","training",TRUE,"batch01_QC06"
"mtbls79","SPLIT04",202608004,"batch01_QC07","1",23,23,"pooled_QC","training",TRUE,"batch01_QC07"
"mtbls79","SPLIT04",202608004,"batch02_QC08","2",29,6,"pooled_QC","training",TRUE,"batch02_QC08"
"mtbls79","SPLIT04",202608004,"batch02_QC09","2",35,12,"pooled_QC","training",TRUE,"batch02_QC09"
"mtbls79","SPLIT04",202608004,"batch02_QC10","2",41,18,"pooled_QC","hidden",FALSE,"batch02_QC10"
"mtbls79","SPLIT04",202608004,"batch02_QC11","2",47,24,"pooled_QC","training",TRUE,"batch02_QC11"
"mtbls79","SPLIT04",202608004,"batch03_QC12","3",53,6,"pooled_QC","training",TRUE,"batch03_QC12"
"mtbls79","SPLIT04",202608004,"batch03_QC13","3",59,12,"pooled_QC","training",TRUE,"batch03_QC13"
"mtbls79","SPLIT04",202608004,"batch03_QC14","3",65,18,"pooled_QC","hidden",FALSE,"batch03_QC14"
"mtbls79","SPLIT04",202608004,"batch03_QC15","3",71,24,"pooled_QC","training",TRUE,"batch03_QC15"
"mtbls79","SPLIT04",202608004,"batch04_QC16","4",76,5,"pooled_QC","training",TRUE,"batch04_QC16"
"mtbls79","SPLIT04",202608004,"batch04_QC17","4",81,10,"pooled_QC","hidden",FALSE,"batch04_QC17"
"mtbls79","SPLIT04",202608004,"batch04_QC18","4",87,16,"pooled_QC","training",TRUE,"batch04_QC18"
"mtbls79","SPLIT04",202608004,"batch04_QC19","4",91,20,"pooled_QC","training",TRUE,"batch04_QC19"
"mtbls79","SPLIT04",202608004,"batch05_QC20","5",92,1,"pooled_QC","training",TRUE,"batch05_QC20"
"mtbls79","SPLIT04",202608004,"batch05_QC21","5",97,6,"pooled_QC","hidden",FALSE,"batch05_QC21"
"mtbls79","SPLIT04",202608004,"batch05_QC22","5",101,10,"pooled_QC","training",TRUE,"batch05_QC22"
"mtbls79","SPLIT04",202608004,"batch05_QC23","5",104,13,"pooled_QC","hidden",FALSE,"batch05_QC23"
"mtbls79","SPLIT04",202608004,"batch05_QC24","5",108,17,"pooled_QC","training",TRUE,"batch05_QC24"
"mtbls79","SPLIT04",202608004,"Batch06_QC25","6",109,1,"pooled_QC","training",TRUE,"Batch06_QC25"
"mtbls79","SPLIT04",202608004,"Batch06_QC26","6",112,4,"pooled_QC","hidden",FALSE,"Batch06_QC26"
"mtbls79","SPLIT04",202608004,"Batch06_QC27","6",118,10,"pooled_QC","hidden",FALSE,"Batch06_QC27"
"mtbls79","SPLIT04",202608004,"Batch06_QC28","6",123,15,"pooled_QC","training",TRUE,"Batch06_QC28"
"mtbls79","SPLIT04",202608004,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT04",202608004,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT04",202608004,"Batch07_QC31","7",135,7,"pooled_QC","training",TRUE,"Batch07_QC31"
"mtbls79","SPLIT04",202608004,"Batch07_QC32","7",140,12,"pooled_QC","hidden",FALSE,"Batch07_QC32"
"mtbls79","SPLIT04",202608004,"Batch07_QC33","7",145,17,"pooled_QC","training",TRUE,"Batch07_QC33"
"mtbls79","SPLIT04",202608004,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
"mtbls79","SPLIT04",202608004,"Batch08_QC36","8",156,6,"pooled_QC","training",TRUE,"Batch08_QC36"
"mtbls79","SPLIT04",202608004,"Batch08_QC37","8",162,12,"pooled_QC","training",TRUE,"Batch08_QC37"
"mtbls79","SPLIT04",202608004,"Batch08_QC38","8",166,16,"pooled_QC","hidden",FALSE,"Batch08_QC38"
"mtbls79","SPLIT04",202608004,"Batch08_QC39","8",172,22,"pooled_QC","training",TRUE,"Batch08_QC39"
"mtbls79","SPLIT05",202608005,"batch01_QC01","1",1,1,"pooled_QC","training",TRUE,"batch01_QC01"
"mtbls79","SPLIT05",202608005,"batch01_QC02","1",2,2,"pooled_QC","training",TRUE,"batch01_QC02"
"mtbls79","SPLIT05",202608005,"batch01_QC03","1",3,3,"pooled_QC","hidden",FALSE,"batch01_QC03"
"mtbls79","SPLIT05",202608005,"batch01_QC04","1",7,7,"pooled_QC","hidden",FALSE,"batch01_QC04"
"mtbls79","SPLIT05",202608005,"batch01_QC05","1",13,13,"pooled_QC","hidden",FALSE,"batch01_QC05"
"mtbls79","SPLIT05",202608005,"batch01_QC06","1",18,18,"pooled_QC","training",TRUE,"batch01_QC06"
"mtbls79","SPLIT05",202608005,"batch01_QC07","1",23,23,"pooled_QC","training",TRUE,"batch01_QC07"
"mtbls79","SPLIT05",202608005,"batch02_QC08","2",29,6,"pooled_QC","training",TRUE,"batch02_QC08"
"mtbls79","SPLIT05",202608005,"batch02_QC09","2",35,12,"pooled_QC","hidden",FALSE,"batch02_QC09"
"mtbls79","SPLIT05",202608005,"batch02_QC10","2",41,18,"pooled_QC","training",TRUE,"batch02_QC10"
"mtbls79","SPLIT05",202608005,"batch02_QC11","2",47,24,"pooled_QC","training",TRUE,"batch02_QC11"
"mtbls79","SPLIT05",202608005,"batch03_QC12","3",53,6,"pooled_QC","training",TRUE,"batch03_QC12"
"mtbls79","SPLIT05",202608005,"batch03_QC13","3",59,12,"pooled_QC","hidden",FALSE,"batch03_QC13"
"mtbls79","SPLIT05",202608005,"batch03_QC14","3",65,18,"pooled_QC","training",TRUE,"batch03_QC14"
"mtbls79","SPLIT05",202608005,"batch03_QC15","3",71,24,"pooled_QC","training",TRUE,"batch03_QC15"
"mtbls79","SPLIT05",202608005,"batch04_QC16","4",76,5,"pooled_QC","training",TRUE,"batch04_QC16"
"mtbls79","SPLIT05",202608005,"batch04_QC17","4",81,10,"pooled_QC","training",TRUE,"batch04_QC17"
"mtbls79","SPLIT05",202608005,"batch04_QC18","4",87,16,"pooled_QC","hidden",FALSE,"batch04_QC18"
"mtbls79","SPLIT05",202608005,"batch04_QC19","4",91,20,"pooled_QC","training",TRUE,"batch04_QC19"
"mtbls79","SPLIT05",202608005,"batch05_QC20","5",92,1,"pooled_QC","training",TRUE,"batch05_QC20"
"mtbls79","SPLIT05",202608005,"batch05_QC21","5",97,6,"pooled_QC","hidden",FALSE,"batch05_QC21"
"mtbls79","SPLIT05",202608005,"batch05_QC22","5",101,10,"pooled_QC","hidden",FALSE,"batch05_QC22"
"mtbls79","SPLIT05",202608005,"batch05_QC23","5",104,13,"pooled_QC","training",TRUE,"batch05_QC23"
"mtbls79","SPLIT05",202608005,"batch05_QC24","5",108,17,"pooled_QC","training",TRUE,"batch05_QC24"
"mtbls79","SPLIT05",202608005,"Batch06_QC25","6",109,1,"pooled_QC","training",TRUE,"Batch06_QC25"
"mtbls79","SPLIT05",202608005,"Batch06_QC26","6",112,4,"pooled_QC","hidden",FALSE,"Batch06_QC26"
"mtbls79","SPLIT05",202608005,"Batch06_QC27","6",118,10,"pooled_QC","hidden",FALSE,"Batch06_QC27"
"mtbls79","SPLIT05",202608005,"Batch06_QC28","6",123,15,"pooled_QC","training",TRUE,"Batch06_QC28"
"mtbls79","SPLIT05",202608005,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT05",202608005,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT05",202608005,"Batch07_QC31","7",135,7,"pooled_QC","training",TRUE,"Batch07_QC31"
"mtbls79","SPLIT05",202608005,"Batch07_QC32","7",140,12,"pooled_QC","training",TRUE,"Batch07_QC32"
"mtbls79","SPLIT05",202608005,"Batch07_QC33","7",145,17,"pooled_QC","hidden",FALSE,"Batch07_QC33"
"mtbls79","SPLIT05",202608005,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
"mtbls79","SPLIT05",202608005,"Batch08_QC36","8",156,6,"pooled_QC","training",TRUE,"Batch08_QC36"
"mtbls79","SPLIT05",202608005,"Batch08_QC37","8",162,12,"pooled_QC","training",TRUE,"Batch08_QC37"
"mtbls79","SPLIT05",202608005,"Batch08_QC38","8",166,16,"pooled_QC","hidden",FALSE,"Batch08_QC38"
"mtbls79","SPLIT05",202608005,"Batch08_QC39","8",172,22,"pooled_QC","training",TRUE,"Batch08_QC39"
"mtbls79","SPLIT06",202608006,"batch01_QC01","1",1,1,"pooled_QC","training",TRUE,"batch01_QC01"
"mtbls79","SPLIT06",202608006,"batch01_QC02","1",2,2,"pooled_QC","training",TRUE,"batch01_QC02"
"mtbls79","SPLIT06",202608006,"batch01_QC03","1",3,3,"pooled_QC","training",TRUE,"batch01_QC03"
"mtbls79","SPLIT06",202608006,"batch01_QC04","1",7,7,"pooled_QC","training",TRUE,"batch01_QC04"
"mtbls79","SPLIT06",202608006,"batch01_QC05","1",13,13,"pooled_QC","hidden",FALSE,"batch01_QC05"
"mtbls79","SPLIT06",202608006,"batch01_QC06","1",18,18,"pooled_QC","hidden",FALSE,"batch01_QC06"
"mtbls79","SPLIT06",202608006,"batch01_QC07","1",23,23,"pooled_QC","training",TRUE,"batch01_QC07"
"mtbls79","SPLIT06",202608006,"batch02_QC08","2",29,6,"pooled_QC","training",TRUE,"batch02_QC08"
"mtbls79","SPLIT06",202608006,"batch02_QC09","2",35,12,"pooled_QC","training",TRUE,"batch02_QC09"
"mtbls79","SPLIT06",202608006,"batch02_QC10","2",41,18,"pooled_QC","hidden",FALSE,"batch02_QC10"
"mtbls79","SPLIT06",202608006,"batch02_QC11","2",47,24,"pooled_QC","training",TRUE,"batch02_QC11"
"mtbls79","SPLIT06",202608006,"batch03_QC12","3",53,6,"pooled_QC","training",TRUE,"batch03_QC12"
"mtbls79","SPLIT06",202608006,"batch03_QC13","3",59,12,"pooled_QC","hidden",FALSE,"batch03_QC13"
"mtbls79","SPLIT06",202608006,"batch03_QC14","3",65,18,"pooled_QC","training",TRUE,"batch03_QC14"
"mtbls79","SPLIT06",202608006,"batch03_QC15","3",71,24,"pooled_QC","training",TRUE,"batch03_QC15"
"mtbls79","SPLIT06",202608006,"batch04_QC16","4",76,5,"pooled_QC","training",TRUE,"batch04_QC16"
"mtbls79","SPLIT06",202608006,"batch04_QC17","4",81,10,"pooled_QC","hidden",FALSE,"batch04_QC17"
"mtbls79","SPLIT06",202608006,"batch04_QC18","4",87,16,"pooled_QC","training",TRUE,"batch04_QC18"
"mtbls79","SPLIT06",202608006,"batch04_QC19","4",91,20,"pooled_QC","training",TRUE,"batch04_QC19"
"mtbls79","SPLIT06",202608006,"batch05_QC20","5",92,1,"pooled_QC","training",TRUE,"batch05_QC20"
"mtbls79","SPLIT06",202608006,"batch05_QC21","5",97,6,"pooled_QC","hidden",FALSE,"batch05_QC21"
"mtbls79","SPLIT06",202608006,"batch05_QC22","5",101,10,"pooled_QC","training",TRUE,"batch05_QC22"
"mtbls79","SPLIT06",202608006,"batch05_QC23","5",104,13,"pooled_QC","hidden",FALSE,"batch05_QC23"
"mtbls79","SPLIT06",202608006,"batch05_QC24","5",108,17,"pooled_QC","training",TRUE,"batch05_QC24"
"mtbls79","SPLIT06",202608006,"Batch06_QC25","6",109,1,"pooled_QC","training",TRUE,"Batch06_QC25"
"mtbls79","SPLIT06",202608006,"Batch06_QC26","6",112,4,"pooled_QC","training",TRUE,"Batch06_QC26"
"mtbls79","SPLIT06",202608006,"Batch06_QC27","6",118,10,"pooled_QC","hidden",FALSE,"Batch06_QC27"
"mtbls79","SPLIT06",202608006,"Batch06_QC28","6",123,15,"pooled_QC","hidden",FALSE,"Batch06_QC28"
"mtbls79","SPLIT06",202608006,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT06",202608006,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT06",202608006,"Batch07_QC31","7",135,7,"pooled_QC","training",TRUE,"Batch07_QC31"
"mtbls79","SPLIT06",202608006,"Batch07_QC32","7",140,12,"pooled_QC","hidden",FALSE,"Batch07_QC32"
"mtbls79","SPLIT06",202608006,"Batch07_QC33","7",145,17,"pooled_QC","hidden",FALSE,"Batch07_QC33"
"mtbls79","SPLIT06",202608006,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
"mtbls79","SPLIT06",202608006,"Batch08_QC36","8",156,6,"pooled_QC","training",TRUE,"Batch08_QC36"
"mtbls79","SPLIT06",202608006,"Batch08_QC37","8",162,12,"pooled_QC","training",TRUE,"Batch08_QC37"
"mtbls79","SPLIT06",202608006,"Batch08_QC38","8",166,16,"pooled_QC","hidden",FALSE,"Batch08_QC38"
"mtbls79","SPLIT06",202608006,"Batch08_QC39","8",172,22,"pooled_QC","training",TRUE,"Batch08_QC39"
"mtbls79","SPLIT07",202608007,"batch01_QC01","1",1,1,"pooled_QC","training",TRUE,"batch01_QC01"
"mtbls79","SPLIT07",202608007,"batch01_QC02","1",2,2,"pooled_QC","hidden",FALSE,"batch01_QC02"
"mtbls79","SPLIT07",202608007,"batch01_QC03","1",3,3,"pooled_QC","hidden",FALSE,"batch01_QC03"
"mtbls79","SPLIT07",202608007,"batch01_QC04","1",7,7,"pooled_QC","training",TRUE,"batch01_QC04"
"mtbls79","SPLIT07",202608007,"batch01_QC05","1",13,13,"pooled_QC","training",TRUE,"batch01_QC05"
"mtbls79","SPLIT07",202608007,"batch01_QC06","1",18,18,"pooled_QC","hidden",FALSE,"batch01_QC06"
"mtbls79","SPLIT07",202608007,"batch01_QC07","1",23,23,"pooled_QC","training",TRUE,"batch01_QC07"
"mtbls79","SPLIT07",202608007,"batch02_QC08","2",29,6,"pooled_QC","training",TRUE,"batch02_QC08"
"mtbls79","SPLIT07",202608007,"batch02_QC09","2",35,12,"pooled_QC","hidden",FALSE,"batch02_QC09"
"mtbls79","SPLIT07",202608007,"batch02_QC10","2",41,18,"pooled_QC","training",TRUE,"batch02_QC10"
"mtbls79","SPLIT07",202608007,"batch02_QC11","2",47,24,"pooled_QC","training",TRUE,"batch02_QC11"
"mtbls79","SPLIT07",202608007,"batch03_QC12","3",53,6,"pooled_QC","training",TRUE,"batch03_QC12"
"mtbls79","SPLIT07",202608007,"batch03_QC13","3",59,12,"pooled_QC","hidden",FALSE,"batch03_QC13"
"mtbls79","SPLIT07",202608007,"batch03_QC14","3",65,18,"pooled_QC","training",TRUE,"batch03_QC14"
"mtbls79","SPLIT07",202608007,"batch03_QC15","3",71,24,"pooled_QC","training",TRUE,"batch03_QC15"
"mtbls79","SPLIT07",202608007,"batch04_QC16","4",76,5,"pooled_QC","training",TRUE,"batch04_QC16"
"mtbls79","SPLIT07",202608007,"batch04_QC17","4",81,10,"pooled_QC","hidden",FALSE,"batch04_QC17"
"mtbls79","SPLIT07",202608007,"batch04_QC18","4",87,16,"pooled_QC","training",TRUE,"batch04_QC18"
"mtbls79","SPLIT07",202608007,"batch04_QC19","4",91,20,"pooled_QC","training",TRUE,"batch04_QC19"
"mtbls79","SPLIT07",202608007,"batch05_QC20","5",92,1,"pooled_QC","training",TRUE,"batch05_QC20"
"mtbls79","SPLIT07",202608007,"batch05_QC21","5",97,6,"pooled_QC","training",TRUE,"batch05_QC21"
"mtbls79","SPLIT07",202608007,"batch05_QC22","5",101,10,"pooled_QC","hidden",FALSE,"batch05_QC22"
"mtbls79","SPLIT07",202608007,"batch05_QC23","5",104,13,"pooled_QC","hidden",FALSE,"batch05_QC23"
"mtbls79","SPLIT07",202608007,"batch05_QC24","5",108,17,"pooled_QC","training",TRUE,"batch05_QC24"
"mtbls79","SPLIT07",202608007,"Batch06_QC25","6",109,1,"pooled_QC","training",TRUE,"Batch06_QC25"
"mtbls79","SPLIT07",202608007,"Batch06_QC26","6",112,4,"pooled_QC","training",TRUE,"Batch06_QC26"
"mtbls79","SPLIT07",202608007,"Batch06_QC27","6",118,10,"pooled_QC","hidden",FALSE,"Batch06_QC27"
"mtbls79","SPLIT07",202608007,"Batch06_QC28","6",123,15,"pooled_QC","training",TRUE,"Batch06_QC28"
"mtbls79","SPLIT07",202608007,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT07",202608007,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT07",202608007,"Batch07_QC31","7",135,7,"pooled_QC","hidden",FALSE,"Batch07_QC31"
"mtbls79","SPLIT07",202608007,"Batch07_QC32","7",140,12,"pooled_QC","hidden",FALSE,"Batch07_QC32"
"mtbls79","SPLIT07",202608007,"Batch07_QC33","7",145,17,"pooled_QC","training",TRUE,"Batch07_QC33"
"mtbls79","SPLIT07",202608007,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
"mtbls79","SPLIT07",202608007,"Batch08_QC36","8",156,6,"pooled_QC","training",TRUE,"Batch08_QC36"
"mtbls79","SPLIT07",202608007,"Batch08_QC37","8",162,12,"pooled_QC","hidden",FALSE,"Batch08_QC37"
"mtbls79","SPLIT07",202608007,"Batch08_QC38","8",166,16,"pooled_QC","training",TRUE,"Batch08_QC38"
"mtbls79","SPLIT07",202608007,"Batch08_QC39","8",172,22,"pooled_QC","training",TRUE,"Batch08_QC39"
"mtbls79","SPLIT08",202608008,"batch01_QC01","1",1,1,"pooled_QC","training",TRUE,"batch01_QC01"
"mtbls79","SPLIT08",202608008,"batch01_QC02","1",2,2,"pooled_QC","hidden",FALSE,"batch01_QC02"
"mtbls79","SPLIT08",202608008,"batch01_QC03","1",3,3,"pooled_QC","hidden",FALSE,"batch01_QC03"
"mtbls79","SPLIT08",202608008,"batch01_QC04","1",7,7,"pooled_QC","training",TRUE,"batch01_QC04"
"mtbls79","SPLIT08",202608008,"batch01_QC05","1",13,13,"pooled_QC","training",TRUE,"batch01_QC05"
"mtbls79","SPLIT08",202608008,"batch01_QC06","1",18,18,"pooled_QC","hidden",FALSE,"batch01_QC06"
"mtbls79","SPLIT08",202608008,"batch01_QC07","1",23,23,"pooled_QC","training",TRUE,"batch01_QC07"
"mtbls79","SPLIT08",202608008,"batch02_QC08","2",29,6,"pooled_QC","training",TRUE,"batch02_QC08"
"mtbls79","SPLIT08",202608008,"batch02_QC09","2",35,12,"pooled_QC","training",TRUE,"batch02_QC09"
"mtbls79","SPLIT08",202608008,"batch02_QC10","2",41,18,"pooled_QC","hidden",FALSE,"batch02_QC10"
"mtbls79","SPLIT08",202608008,"batch02_QC11","2",47,24,"pooled_QC","training",TRUE,"batch02_QC11"
"mtbls79","SPLIT08",202608008,"batch03_QC12","3",53,6,"pooled_QC","training",TRUE,"batch03_QC12"
"mtbls79","SPLIT08",202608008,"batch03_QC13","3",59,12,"pooled_QC","hidden",FALSE,"batch03_QC13"
"mtbls79","SPLIT08",202608008,"batch03_QC14","3",65,18,"pooled_QC","training",TRUE,"batch03_QC14"
"mtbls79","SPLIT08",202608008,"batch03_QC15","3",71,24,"pooled_QC","training",TRUE,"batch03_QC15"
"mtbls79","SPLIT08",202608008,"batch04_QC16","4",76,5,"pooled_QC","training",TRUE,"batch04_QC16"
"mtbls79","SPLIT08",202608008,"batch04_QC17","4",81,10,"pooled_QC","training",TRUE,"batch04_QC17"
"mtbls79","SPLIT08",202608008,"batch04_QC18","4",87,16,"pooled_QC","hidden",FALSE,"batch04_QC18"
"mtbls79","SPLIT08",202608008,"batch04_QC19","4",91,20,"pooled_QC","training",TRUE,"batch04_QC19"
"mtbls79","SPLIT08",202608008,"batch05_QC20","5",92,1,"pooled_QC","training",TRUE,"batch05_QC20"
"mtbls79","SPLIT08",202608008,"batch05_QC21","5",97,6,"pooled_QC","training",TRUE,"batch05_QC21"
"mtbls79","SPLIT08",202608008,"batch05_QC22","5",101,10,"pooled_QC","hidden",FALSE,"batch05_QC22"
"mtbls79","SPLIT08",202608008,"batch05_QC23","5",104,13,"pooled_QC","training",TRUE,"batch05_QC23"
"mtbls79","SPLIT08",202608008,"batch05_QC24","5",108,17,"pooled_QC","training",TRUE,"batch05_QC24"
"mtbls79","SPLIT08",202608008,"Batch06_QC25","6",109,1,"pooled_QC","training",TRUE,"Batch06_QC25"
"mtbls79","SPLIT08",202608008,"Batch06_QC26","6",112,4,"pooled_QC","hidden",FALSE,"Batch06_QC26"
"mtbls79","SPLIT08",202608008,"Batch06_QC27","6",118,10,"pooled_QC","training",TRUE,"Batch06_QC27"
"mtbls79","SPLIT08",202608008,"Batch06_QC28","6",123,15,"pooled_QC","hidden",FALSE,"Batch06_QC28"
"mtbls79","SPLIT08",202608008,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT08",202608008,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT08",202608008,"Batch07_QC31","7",135,7,"pooled_QC","hidden",FALSE,"Batch07_QC31"
"mtbls79","SPLIT08",202608008,"Batch07_QC32","7",140,12,"pooled_QC","training",TRUE,"Batch07_QC32"
"mtbls79","SPLIT08",202608008,"Batch07_QC33","7",145,17,"pooled_QC","hidden",FALSE,"Batch07_QC33"
"mtbls79","SPLIT08",202608008,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
"mtbls79","SPLIT08",202608008,"Batch08_QC36","8",156,6,"pooled_QC","training",TRUE,"Batch08_QC36"
"mtbls79","SPLIT08",202608008,"Batch08_QC37","8",162,12,"pooled_QC","training",TRUE,"Batch08_QC37"
"mtbls79","SPLIT08",202608008,"Batch08_QC38","8",166,16,"pooled_QC","hidden",FALSE,"Batch08_QC38"
"mtbls79","SPLIT08",202608008,"Batch08_QC39","8",172,22,"pooled_QC","training",TRUE,"Batch08_QC39"
"mtbls79","SPLIT09",202608009,"batch01_QC01","1",1,1,"pooled_QC","training",TRUE,"batch01_QC01"
"mtbls79","SPLIT09",202608009,"batch01_QC02","1",2,2,"pooled_QC","hidden",FALSE,"batch01_QC02"
"mtbls79","SPLIT09",202608009,"batch01_QC03","1",3,3,"pooled_QC","training",TRUE,"batch01_QC03"
"mtbls79","SPLIT09",202608009,"batch01_QC04","1",7,7,"pooled_QC","training",TRUE,"batch01_QC04"
"mtbls79","SPLIT09",202608009,"batch01_QC05","1",13,13,"pooled_QC","hidden",FALSE,"batch01_QC05"
"mtbls79","SPLIT09",202608009,"batch01_QC06","1",18,18,"pooled_QC","hidden",FALSE,"batch01_QC06"
"mtbls79","SPLIT09",202608009,"batch01_QC07","1",23,23,"pooled_QC","training",TRUE,"batch01_QC07"
"mtbls79","SPLIT09",202608009,"batch02_QC08","2",29,6,"pooled_QC","training",TRUE,"batch02_QC08"
"mtbls79","SPLIT09",202608009,"batch02_QC09","2",35,12,"pooled_QC","training",TRUE,"batch02_QC09"
"mtbls79","SPLIT09",202608009,"batch02_QC10","2",41,18,"pooled_QC","hidden",FALSE,"batch02_QC10"
"mtbls79","SPLIT09",202608009,"batch02_QC11","2",47,24,"pooled_QC","training",TRUE,"batch02_QC11"
"mtbls79","SPLIT09",202608009,"batch03_QC12","3",53,6,"pooled_QC","training",TRUE,"batch03_QC12"
"mtbls79","SPLIT09",202608009,"batch03_QC13","3",59,12,"pooled_QC","training",TRUE,"batch03_QC13"
"mtbls79","SPLIT09",202608009,"batch03_QC14","3",65,18,"pooled_QC","hidden",FALSE,"batch03_QC14"
"mtbls79","SPLIT09",202608009,"batch03_QC15","3",71,24,"pooled_QC","training",TRUE,"batch03_QC15"
"mtbls79","SPLIT09",202608009,"batch04_QC16","4",76,5,"pooled_QC","training",TRUE,"batch04_QC16"
"mtbls79","SPLIT09",202608009,"batch04_QC17","4",81,10,"pooled_QC","training",TRUE,"batch04_QC17"
"mtbls79","SPLIT09",202608009,"batch04_QC18","4",87,16,"pooled_QC","hidden",FALSE,"batch04_QC18"
"mtbls79","SPLIT09",202608009,"batch04_QC19","4",91,20,"pooled_QC","training",TRUE,"batch04_QC19"
"mtbls79","SPLIT09",202608009,"batch05_QC20","5",92,1,"pooled_QC","training",TRUE,"batch05_QC20"
"mtbls79","SPLIT09",202608009,"batch05_QC21","5",97,6,"pooled_QC","hidden",FALSE,"batch05_QC21"
"mtbls79","SPLIT09",202608009,"batch05_QC22","5",101,10,"pooled_QC","hidden",FALSE,"batch05_QC22"
"mtbls79","SPLIT09",202608009,"batch05_QC23","5",104,13,"pooled_QC","training",TRUE,"batch05_QC23"
"mtbls79","SPLIT09",202608009,"batch05_QC24","5",108,17,"pooled_QC","training",TRUE,"batch05_QC24"
"mtbls79","SPLIT09",202608009,"Batch06_QC25","6",109,1,"pooled_QC","training",TRUE,"Batch06_QC25"
"mtbls79","SPLIT09",202608009,"Batch06_QC26","6",112,4,"pooled_QC","training",TRUE,"Batch06_QC26"
"mtbls79","SPLIT09",202608009,"Batch06_QC27","6",118,10,"pooled_QC","hidden",FALSE,"Batch06_QC27"
"mtbls79","SPLIT09",202608009,"Batch06_QC28","6",123,15,"pooled_QC","training",TRUE,"Batch06_QC28"
"mtbls79","SPLIT09",202608009,"Batch06_QC29","6",128,20,"pooled_QC","training",TRUE,"Batch06_QC29"
"mtbls79","SPLIT09",202608009,"Batch07_QC30","7",129,1,"pooled_QC","training",TRUE,"Batch07_QC30"
"mtbls79","SPLIT09",202608009,"Batch07_QC31","7",135,7,"pooled_QC","training",TRUE,"Batch07_QC31"
"mtbls79","SPLIT09",202608009,"Batch07_QC32","7",140,12,"pooled_QC","hidden",FALSE,"Batch07_QC32"
"mtbls79","SPLIT09",202608009,"Batch07_QC33","7",145,17,"pooled_QC","hidden",FALSE,"Batch07_QC33"
"mtbls79","SPLIT09",202608009,"Batch07_QC34","7",150,22,"pooled_QC","training",TRUE,"Batch07_QC34"
