"workstream","seed_id","display_realization","component","seed","prespecified_before_pilot"
"canonical_repeated_simulation","SIM18",FALSE,"batch_assignment",202625251,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"batch_magnitude",202625252,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"drift_assignment",202625261,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"drift_morphology",202625262,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"drift_shape",202625263,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"hidden_reference",202625271,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"phenotype_features",202625281,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"phenotype_allocation",202625282,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"bootstrap",202625291,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::Raw",202625331,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::ComBat",202625332,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::QC-RLSC",202625333,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::QC-RFSC",202625334,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::TIGER",202625335,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::SERRF",202625336,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::WINN auto (QC)",202625337,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::WINN auto-batch (QC)",202625338,TRUE
"canonical_repeated_simulation","SIM18",FALSE,"method_rng::WINN fixed (QC identities withheld)",202625339,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"clean_truth",202626241,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"batch_assignment",202626251,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"batch_magnitude",202626252,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"drift_assignment",202626261,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"drift_morphology",202626262,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"drift_shape",202626263,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"hidden_reference",202626271,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"phenotype_features",202626281,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"phenotype_allocation",202626282,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"bootstrap",202626291,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::Raw",202626331,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::ComBat",202626332,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::QC-RLSC",202626333,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::QC-RFSC",202626334,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::TIGER",202626335,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::SERRF",202626336,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::WINN auto (QC)",202626337,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::WINN auto-batch (QC)",202626338,TRUE
"canonical_repeated_simulation","SIM19",FALSE,"method_rng::WINN fixed (QC identities withheld)",202626339,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"clean_truth",202627241,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"batch_assignment",202627251,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"batch_magnitude",202627252,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"drift_assignment",202627261,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"drift_morphology",202627262,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"drift_shape",202627263,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"hidden_reference",202627271,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"phenotype_features",202627281,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"phenotype_allocation",202627282,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"bootstrap",202627291,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::Raw",202627331,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::ComBat",202627332,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::QC-RLSC",202627333,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::QC-RFSC",202627334,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::TIGER",202627335,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::SERRF",202627336,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::WINN auto (QC)",202627337,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::WINN auto-batch (QC)",202627338,TRUE
"canonical_repeated_simulation","SIM20",FALSE,"method_rng::WINN fixed (QC identities withheld)",202627339,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"clean_truth",202628241,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"batch_assignment",202628251,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"batch_magnitude",202628252,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"drift_assignment",202628261,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"drift_morphology",202628262,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"drift_shape",202628263,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"hidden_reference",202628271,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"phenotype_features",202628281,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"phenotype_allocation",202628282,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"bootstrap",202628291,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::Raw",202628331,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::ComBat",202628332,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::QC-RLSC",202628333,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::QC-RFSC",202628334,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::TIGER",202628335,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::SERRF",202628336,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::WINN auto (QC)",202628337,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::WINN auto-batch (QC)",202628338,TRUE
"canonical_repeated_simulation","SIM21",FALSE,"method_rng::WINN fixed (QC identities withheld)",202628339,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"clean_truth",202629241,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"batch_assignment",202629251,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"batch_magnitude",202629252,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"drift_assignment",202629261,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"drift_morphology",202629262,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"drift_shape",202629263,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"hidden_reference",202629271,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"phenotype_features",202629281,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"phenotype_allocation",202629282,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"bootstrap",202629291,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::Raw",202629331,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::ComBat",202629332,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::QC-RLSC",202629333,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::QC-RFSC",202629334,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::TIGER",202629335,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::SERRF",202629336,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::WINN auto (QC)",202629337,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::WINN auto-batch (QC)",202629338,TRUE
"canonical_repeated_simulation","SIM22",FALSE,"method_rng::WINN fixed (QC identities withheld)",202629339,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"clean_truth",202630241,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"batch_assignment",202630251,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"batch_magnitude",202630252,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"drift_assignment",202630261,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"drift_morphology",202630262,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"drift_shape",202630263,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"hidden_reference",202630271,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"phenotype_features",202630281,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"phenotype_allocation",202630282,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"bootstrap",202630291,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::Raw",202630331,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::ComBat",202630332,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::QC-RLSC",202630333,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::QC-RFSC",202630334,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::TIGER",202630335,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::SERRF",202630336,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::WINN auto (QC)",202630337,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::WINN auto-batch (QC)",202630338,TRUE
"canonical_repeated_simulation","SIM23",FALSE,"method_rng::WINN fixed (QC identities withheld)",202630339,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"clean_truth",202631241,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"batch_assignment",202631251,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"batch_magnitude",202631252,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"drift_assignment",202631261,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"drift_morphology",202631262,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"drift_shape",202631263,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"hidden_reference",202631271,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"phenotype_features",202631281,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"phenotype_allocation",202631282,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"bootstrap",202631291,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::Raw",202631331,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::ComBat",202631332,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::QC-RLSC",202631333,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::QC-RFSC",202631334,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::TIGER",202631335,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::SERRF",202631336,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::WINN auto (QC)",202631337,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::WINN auto-batch (QC)",202631338,TRUE
"canonical_repeated_simulation","SIM24",FALSE,"method_rng::WINN fixed (QC identities withheld)",202631339,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"clean_truth",202632241,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"batch_assignment",202632251,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"batch_magnitude",202632252,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"drift_assignment",202632261,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"drift_morphology",202632262,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"drift_shape",202632263,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"hidden_reference",202632271,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"phenotype_features",202632281,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"phenotype_allocation",202632282,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"bootstrap",202632291,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::Raw",202632331,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::ComBat",202632332,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::QC-RLSC",202632333,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::QC-RFSC",202632334,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::TIGER",202632335,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::SERRF",202632336,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::WINN auto (QC)",202632337,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::WINN auto-batch (QC)",202632338,TRUE
"canonical_repeated_simulation","SIM25",FALSE,"method_rng::WINN fixed (QC identities withheld)",202632339,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"clean_truth",202633241,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"batch_assignment",202633251,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"batch_magnitude",202633252,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"drift_assignment",202633261,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"drift_morphology",202633262,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"drift_shape",202633263,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"hidden_reference",202633271,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"phenotype_features",202633281,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"phenotype_allocation",202633282,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"bootstrap",202633291,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::Raw",202633331,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::ComBat",202633332,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::QC-RLSC",202633333,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::QC-RFSC",202633334,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::TIGER",202633335,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::SERRF",202633336,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::WINN auto (QC)",202633337,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::WINN auto-batch (QC)",202633338,TRUE
"canonical_repeated_simulation","SIM26",FALSE,"method_rng::WINN fixed (QC identities withheld)",202633339,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"clean_truth",202634241,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"batch_assignment",202634251,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"batch_magnitude",202634252,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"drift_assignment",202634261,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"drift_morphology",202634262,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"drift_shape",202634263,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"hidden_reference",202634271,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"phenotype_features",202634281,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"phenotype_allocation",202634282,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"bootstrap",202634291,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::Raw",202634331,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::ComBat",202634332,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::QC-RLSC",202634333,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::QC-RFSC",202634334,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::TIGER",202634335,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::SERRF",202634336,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::WINN auto (QC)",202634337,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::WINN auto-batch (QC)",202634338,TRUE
"canonical_repeated_simulation","SIM27",FALSE,"method_rng::WINN fixed (QC identities withheld)",202634339,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"clean_truth",202635241,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"batch_assignment",202635251,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"batch_magnitude",202635252,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"drift_assignment",202635261,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"drift_morphology",202635262,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"drift_shape",202635263,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"hidden_reference",202635271,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"phenotype_features",202635281,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"phenotype_allocation",202635282,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"bootstrap",202635291,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::Raw",202635331,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::ComBat",202635332,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::QC-RLSC",202635333,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::QC-RFSC",202635334,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::TIGER",202635335,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::SERRF",202635336,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::WINN auto (QC)",202635337,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::WINN auto-batch (QC)",202635338,TRUE
"canonical_repeated_simulation","SIM28",FALSE,"method_rng::WINN fixed (QC identities withheld)",202635339,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"clean_truth",202636241,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"batch_assignment",202636251,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"batch_magnitude",202636252,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"drift_assignment",202636261,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"drift_morphology",202636262,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"drift_shape",202636263,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"hidden_reference",202636271,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"phenotype_features",202636281,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"phenotype_allocation",202636282,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"bootstrap",202636291,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::Raw",202636331,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::ComBat",202636332,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::QC-RLSC",202636333,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::QC-RFSC",202636334,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::TIGER",202636335,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::SERRF",202636336,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::WINN auto (QC)",202636337,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::WINN auto-batch (QC)",202636338,TRUE
"canonical_repeated_simulation","SIM29",FALSE,"method_rng::WINN fixed (QC identities withheld)",202636339,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"clean_truth",202637241,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"batch_assignment",202637251,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"batch_magnitude",202637252,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"drift_assignment",202637261,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"drift_morphology",202637262,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"drift_shape",202637263,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"hidden_reference",202637271,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"phenotype_features",202637281,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"phenotype_allocation",202637282,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"bootstrap",202637291,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::Raw",202637331,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::ComBat",202637332,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::QC-RLSC",202637333,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::QC-RFSC",202637334,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::TIGER",202637335,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::SERRF",202637336,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::WINN auto (QC)",202637337,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::WINN auto-batch (QC)",202637338,TRUE
"canonical_repeated_simulation","SIM30",FALSE,"method_rng::WINN fixed (QC identities withheld)",202637339,TRUE
"reference_split_stability","SPLIT01",FALSE,"constrained_reference_assignment",202608001,TRUE
"reference_split_stability","SPLIT02",FALSE,"constrained_reference_assignment",202608002,TRUE
"reference_split_stability","SPLIT03",FALSE,"constrained_reference_assignment",202608003,TRUE
"reference_split_stability","SPLIT04",FALSE,"constrained_reference_assignment",202608004,TRUE
"reference_split_stability","SPLIT05",FALSE,"constrained_reference_assignment",202608005,TRUE
"reference_split_stability","SPLIT06",FALSE,"constrained_reference_assignment",202608006,TRUE
"reference_split_stability","SPLIT07",FALSE,"constrained_reference_assignment",202608007,TRUE
"reference_split_stability","SPLIT08",FALSE,"constrained_reference_assignment",202608008,TRUE
"reference_split_stability","SPLIT09",FALSE,"constrained_reference_assignment",202608009,TRUE
"reference_split_stability","SPLIT10",FALSE,"constrained_reference_assignment",202608010,TRUE
"reference_split_stability","SPLIT11",FALSE,"constrained_reference_assignment",202608011,TRUE
"reference_split_stability","SPLIT12",FALSE,"constrained_reference_assignment",202608012,TRUE
"reference_split_stability","SPLIT13",FALSE,"constrained_reference_assignment",202608013,TRUE
"reference_split_stability","SPLIT14",FALSE,"constrained_reference_assignment",202608014,TRUE
"reference_split_stability","SPLIT15",FALSE,"constrained_reference_assignment",202608015,TRUE
"reference_split_stability","SPLIT16",FALSE,"constrained_reference_assignment",202608016,TRUE
"reference_split_stability","SPLIT17",FALSE,"constrained_reference_assignment",202608017,TRUE
"reference_split_stability","SPLIT18",FALSE,"constrained_reference_assignment",202608018,TRUE
"reference_split_stability","SPLIT19",FALSE,"constrained_reference_assignment",202608019,TRUE
"reference_split_stability","SPLIT20",FALSE,"constrained_reference_assignment",202608020,TRUE
"reference_split_stability","SPLIT21",FALSE,"constrained_reference_assignment",202608021,TRUE
"reference_split_stability","SPLIT22",FALSE,"constrained_reference_assignment",202608022,TRUE
"reference_split_stability","SPLIT23",FALSE,"constrained_reference_assignment",202608023,TRUE
"reference_split_stability","SPLIT24",FALSE,"constrained_reference_assignment",202608024,TRUE
"reference_split_stability","SPLIT25",FALSE,"constrained_reference_assignment",202608025,TRUE
"reference_split_stability","SPLIT26",FALSE,"constrained_reference_assignment",202608026,TRUE
"reference_split_stability","SPLIT27",FALSE,"constrained_reference_assignment",202608027,TRUE
"reference_split_stability","SPLIT28",FALSE,"constrained_reference_assignment",202608028,TRUE
"reference_split_stability","SPLIT29",FALSE,"constrained_reference_assignment",202608029,TRUE
"reference_split_stability","SPLIT30",FALSE,"constrained_reference_assignment",202608030,TRUE
"partial_confounding","CONF01",TRUE,"paired_phenotype_allocation",202609001,TRUE
"partial_confounding","CONF02",FALSE,"paired_phenotype_allocation",202609002,TRUE
"partial_confounding","CONF03",FALSE,"paired_phenotype_allocation",202609003,TRUE
"partial_confounding","CONF04",FALSE,"paired_phenotype_allocation",202609004,TRUE
"partial_confounding","CONF05",FALSE,"paired_phenotype_allocation",202609005,TRUE
"partial_confounding","CONF06",FALSE,"paired_phenotype_allocation",202609006,TRUE
"partial_confounding","CONF07",FALSE,"paired_phenotype_allocation",202609007,TRUE
"partial_confounding","CONF08",FALSE,"paired_phenotype_allocation",202609008,TRUE
"partial_confounding","CONF09",FALSE,"paired_phenotype_allocation",202609009,TRUE
"partial_confounding","CONF10",FALSE,"paired_phenotype_allocation",202609010,TRUE
"partial_confounding","CONF11",FALSE,"paired_phenotype_allocation",202609011,TRUE
"partial_confounding","CONF12",FALSE,"paired_phenotype_allocation",202609012,TRUE
"partial_confounding","CONF13",FALSE,"paired_phenotype_allocation",202609013,TRUE
"partial_confounding","CONF14",FALSE,"paired_phenotype_allocation",202609014,TRUE
"partial_confounding","CONF15",FALSE,"paired_phenotype_allocation",202609015,TRUE
"partial_confounding","CONF16",FALSE,"paired_phenotype_allocation",202609016,TRUE
"partial_confounding","CONF17",FALSE,"paired_phenotype_allocation",202609017,TRUE
"partial_confounding","CONF18",FALSE,"paired_phenotype_allocation",202609018,TRUE
"partial_confounding","CONF19",FALSE,"paired_phenotype_allocation",202609019,TRUE
"partial_confounding","CONF20",FALSE,"paired_phenotype_allocation",202609020,TRUE
